title,real
Oops! Savannah Guthrie Apologizes After Accidentally Swearing on the Today Show,0
Britney Spears ‘Mortified’ About Leaked Sex Tape,0
Katie Holmes glows after confirming Jamie Foxx romance,0
The American Theatre Wing's Tony Awards®,0
The Real Reason Justin Bieber and Selena Gomez Didn't Spend Thanksgiving Together,0
Jennifer Aniston Plastic Surgery- Celebrity Cosmetic Surgeries,0
Jennifer Garner Is ‘Not Surprised’ Ben Affleck Is Dating a ‘Playboy’ Model,0
Miranda Lambert Sent Blake Shelton and Gwen Stefani Her Blessing Before Their Cringeworthy Run-In (EXCLUSIVE),0
Puppy Bowl 2018 Live Stream – Watch Online ,0
Khloe Kardashian Responds to O.J. Simpson Rumors: Is He Her Father?!,0
Brad Pitt Is Writing A Tell-All & THIS Is What's In It!,0
Watch Justin Bieber Awkwardly Explain His Selena Gomez Tattoo and Try Not to Cringe,0
The real reason Jennifer Aniston and Justin Theroux split,0
Angelina Jolie Gets ‘Aggressive’ With Major Makeover!,0
FBI RAIDS OBAMA – Find Massive Secret That Was Hidden For YEARS,0
  Jamie Foxx Officially Dumped Officially Dumped Katie Holmes For Baby Mama ,0
How the Stars Celebrated Memorial Day Weekend,0
Ariana Grande leads support for victims of London terror attack,0
Duchess of Cambridge Ignores Kim Kardashian After Years of Begging,0
Nicole Kidman: All Her Stunning Looks on the Cannes Red Carpet | Cannes 2017,0
Chris Pratt Swearing Off Dating After Anna Faris: Wants To Drown Himself In Work & Fatherhood,0
How the celebrities celebrated New Year's Eve,0
Everything Miranda Lambert and Blake Shelton Have Said About Their Divorce,0
Are Amy Schumer and John Mayer Dating?,0
Category Dakota Johnson Dating Jon Hamm And Chris Martin,0
Taylor Swift Jealous Of Harry Styles ,0
When Are Sophie Turner & Joe Jonas Getting Married Because We're So Ready For Another 'Game Of Thrones' Wedding,0
"O.J. Simpson Not Getting Plastic Surgery After Prison Release, Despite Report",0
Jennifer Aniston 'knew it was a matter of time before ex-husband Brad Pitt split from Angelina Jolie',0
Brad Pitt vows a year of celibacy prompting heartbreak for women across the world,0
Photos of Meghan Markle's Gorgeous Wedding Ring,0
Katie Holmes ‘splits’ with Jamie Foxx and ‘calls off wedding’ months after revealing secret five-year romance,0
Taylor Swift: Calvin Harris enlists Katy Perry to take revenge on ex,0
BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,0
"Angelina Jolie, 'Focused on Healing Her Family,' Splits with Lawyer in Brad Pitt Divorce",0
Kylie Jenner,0
The eight-hour diet Nicole Kidman swears by,0
How the Weeknd Helped Selena Gomez Recover from Her Kidney Transplant: ‘One of Her Biggest Supports' Says Source,0
"Robert Downey Jr. Did Not “Blow Whistle On Hollywood Pedophile Ring,” Despite Claim",0
Brad Pitt and Angelina Jolie divorce: Selena Gomez ‘shamelessly flirted’ with Ptt at Gold Globes,0
Travis Scott Is Starting to Doubt If He's Stormi's Dad Amid Tim Chung Paternity Rumors (EXCLUSIVE),0
Princess Eugenie Refusing To Accept Meghan Markle Into Royal Family ,0
"Kate Middleton age, children and net worth compared to Meghan Markle",0
Gwen Stefani Is Still Smitten With Blake Shelton and 'Has Never Once' Tried to Change Him (Exclusive),0
Celebrities React to Secretary of Education Betsy DeVos Not Knowing Anything About Education,0
J-Lo: 'No pressure' on A-Rod to propose,0
Jennifer Lawrence finally addressed the reports that she's dating Brad Pitt,0
Melissa Joan Hart: 'These Days I Find More Republicans In Hollywood',0
Katie Holmes,0
Jamie Foxx & Katie Holmes Flaunt Their 5-Year Romance With Cute Beach Romp,0
"Of course, the Oscars had plenty of political moments",0
Tiffany Haddish Role-Plays Her First Date with Brad Pitt,0
"Jay Z Sued -- I'm Your Son, Just Admit It ... Says Wannabe Rapper",0
Katy Perry Accidentally Let It Slip That She's Dating Orlando Bloom ... Again,0
Rihanna stokes pregnancy rumours at Grammys 2018 after party,0
"Barack Obama Tweets SICK Attack On John McCain, Says He Should Have Died",0
Alec Baldwin Stepping Away From Twitter Following Criticism Over Weinstein Payoff Comments,0
Celebrities React: Nelsan Ellis Dead At 39,0
